,City Name,Country,Date,Longitude,Latitude,Humidity,Cloud Cover,Temp K,Winds,Temp
284,Quatre Cocos,MU,1604777279,57.76,-20.21,78,20,296.15,3.6,23.149999999999977
285,La Ronge,CA,1604777279,-105.28,55.1,79,100,267.15,3.1,-5.850000000000023
286,Nushki,PK,1604777279,66.02,29.55,31,0,287.08,2.35,14.079999999999984
287,Chivay,PE,1604777279,-71.6,-15.64,27,97,290.59,2.16,17.589999999999975
288,Kosa,RU,1604777279,55.0,59.94,98,73,271.93,2.55,-1.0699999999999932
289,Malé,MV,1604777279,73.51,4.17,88,75,301.15,2.1,28.149999999999977
290,Morón,AR,1604777275,-58.62,-34.65,42,8,300.37,2.24,27.370000000000005
291,Chaoyang,CN,1604777280,120.46,41.57,63,0,272.78,4.4,-0.22000000000002728
292,Naze,JP,1604777280,129.48,28.37,94,75,297.15,6.2,24.149999999999977
293,Sechura,PE,1604777280,-80.82,-5.56,58,67,296.17,8.19,23.170000000000016
294,Soyo,AO,1604777280,12.37,-6.13,85,24,298.76,3.87,25.75999999999999
295,São Filipe,CV,1604777280,-24.5,14.9,77,49,299.55,5.72,26.55000000000001
296,Tessalit,ML,1604777280,1.01,20.2,17,100,299.02,5.14,26.019999999999982
297,Hay River,CA,1604777280,-115.8,60.82,77,77,258.15,1.5,-14.850000000000023
298,Palmer,US,1604777069,-72.33,42.16,31,40,298.15,3.1,25.149999999999977
299,Waingapu,ID,1604777280,120.26,-9.66,71,100,299.91,0.29,26.910000000000025
300,Huarmey,PE,1604777280,-78.15,-10.07,66,4,293.06,5.21,20.060000000000002
301,Kurumkan,RU,1604777281,110.3,54.3,76,95,263.33,1.13,-9.670000000000016
302,Champotón,MX,1604777281,-90.72,19.35,78,20,301.15,7.7,28.149999999999977
303,Torbay,CA,1604777281,-52.73,47.67,81,75,283.71,12.3,10.70999999999998
304,Shiyan,CN,1604777281,110.78,32.65,42,0,285.55,1.44,12.550000000000011
305,Benguela,AO,1604777281,13.41,-12.58,72,68,298.19,2.22,25.189999999999998
306,Souillac,MU,1604777281,57.52,-20.52,78,20,296.15,3.6,23.149999999999977
307,Swan Hill,AU,1604777282,143.55,-35.34,76,0,279.49,3.38,6.490000000000009
308,Faya,SA,1604777282,42.45,18.39,77,0,290.15,0.99,17.149999999999977
309,Tari,NG,1604777282,4.49,12.41,17,0,300.08,3.49,27.079999999999984
310,Salina Cruz,MX,1604777282,-95.2,16.17,44,67,305.27,8.96,32.26999999999998
311,Griffith,US,1604777282,-87.42,41.53,43,1,295.37,6.7,22.370000000000005
312,Thayetmyo,MM,1604777282,95.18,19.32,86,0,296.17,2.13,23.170000000000016
313,Nara,JP,1604777283,135.8,34.69,98,96,289.82,1.26,16.819999999999993
314,Krivosheino,RU,1604777283,83.93,57.34,80,89,276.28,5.54,3.2799999999999727
315,Viedma,AR,1604777283,-63.0,-40.81,38,4,297.59,1.79,24.589999999999975
316,Bāglung,NP,1604777283,83.59,28.27,72,5,286.49,1.69,13.490000000000009
317,Otradnoye,RU,1604777283,30.82,59.78,88,98,282.04,1.79,9.04000000000002
318,Kualakapuas,ID,1604777283,114.39,-3.01,95,97,297.12,0.99,24.120000000000005
319,Dogondoutchi,NE,1604777283,4.03,13.64,14,0,302.38,3.01,29.379999999999995
320,Vadlapūdi,IN,1604777283,79.8,14.32,82,28,299.04,2.44,26.04000000000002
321,Qaqortoq,GL,1604777284,-46.03,60.72,74,75,272.15,1.5,-0.8500000000000227
322,Sudzha,RU,1604777284,35.27,51.2,93,0,279.42,3.53,6.420000000000016
323,Juigalpa,NI,1604777284,-85.36,12.11,83,40,299.15,2.1,26.149999999999977
324,Adrar,MR,1604777284,-10.07,20.5,17,100,305.06,3.55,32.06
325,Almeirim,BR,1604777284,-52.58,-1.52,51,44,305.8,0.88,32.80000000000001
326,Hambantota,LK,1604777284,81.12,6.12,100,5,298.15,1.5,25.149999999999977
327,Jalu,LY,1604777284,21.55,29.03,54,0,292.42,6.33,19.420000000000016
328,Port Hardy,CA,1604777285,-127.42,50.7,67,20,280.15,6.7,7.149999999999977
329,Puerto Escondido,MX,1604777285,-97.07,15.85,74,20,303.15,3.6,30.149999999999977
330,Moose Factory,CA,1604777160,-80.61,51.26,90,40,273.15,6.7,0.14999999999997726
331,Geraldton,AU,1604777285,114.6,-28.77,77,90,293.15,3.6,20.149999999999977
332,Mahenge,TZ,1604777227,36.72,-8.68,81,0,294.39,2.47,21.389999999999986
333,Vankleek Hill,CA,1604777285,-74.65,45.52,52,100,293.15,4.1,20.149999999999977
334,Macia,MZ,1604777285,33.1,-25.03,59,0,301.42,3.03,28.420000000000016
335,Scarborough,GB,1604777285,-0.4,54.28,92,0,281.48,2.65,8.480000000000018
336,Sittwe,MM,1604777285,92.9,20.15,81,0,298.23,2.09,25.230000000000018
337,Guerrero Negro,MX,1604777286,-114.06,27.98,57,12,295.7,6.29,22.69999999999999
338,Laguna,US,1604777286,-121.42,38.42,47,1,288.71,1.3,15.70999999999998
339,Belen,TR,1604777286,36.22,36.49,82,20,288.15,1.5,15.149999999999977
340,Obihiro,JP,1604777286,143.2,42.92,81,1,279.99,3.04,6.990000000000009
341,Yakeshi,CN,1604777286,120.73,49.28,92,0,259.01,3.05,-13.990000000000009
342,Husavik,IS,1604777286,-17.34,66.04,56,75,280.15,9.8,7.149999999999977
343,Sheregesh,RU,1604777286,87.99,52.92,92,33,274.22,1.5,1.2200000000000273
344,Ilulissat,GL,1604777286,-51.1,69.22,71,20,260.15,2.6,-12.850000000000023
345,Port Augusta,AU,1604777286,137.77,-32.5,93,0,283.71,2.6,10.70999999999998
346,Hānsi,IN,1604777286,75.97,29.1,24,0,292.7,1.84,19.69999999999999
347,Ouésso,CG,1604777287,16.05,1.61,93,100,295.89,0.83,22.889999999999986
348,Poum,NC,1604777287,164.02,-20.23,73,1,297.84,6.12,24.839999999999975
349,Sabaudia,IT,1604777287,13.03,41.3,90,0,286.48,1.79,13.480000000000018
350,Cururupu,BR,1604777287,-44.87,-1.83,56,90,304.15,3.89,31.149999999999977
351,Mikuni,JP,1604777287,136.15,36.22,100,75,287.15,2.1,14.149999999999977
352,Kiryat Gat,IL,1604777287,34.76,31.61,73,86,293.15,2.26,20.149999999999977
353,Bereda,ES,1604777287,-7.54,43.27,96,25,289.82,4.47,16.819999999999993
354,Kannad,IN,1604777287,75.13,20.27,63,0,291.15,2.78,18.149999999999977
355,Puerto Peñasco,MX,1604777287,-113.53,31.32,69,19,295.37,2.68,22.370000000000005
356,Marsá Maţrūḩ,EG,1604777288,27.25,31.35,82,90,291.15,5.45,18.149999999999977
357,Coyhaique,CL,1604777288,-72.07,-45.58,34,0,293.15,2.6,20.149999999999977
358,Darnah,LY,1604777288,22.64,32.77,74,52,293.06,6.57,20.060000000000002
359,Price,US,1604777288,-110.81,39.6,51,75,289.15,10.8,16.149999999999977
360,Evensk,RU,1604777288,159.23,61.95,89,90,262.18,4.35,-10.819999999999993
361,Pangnirtung,CA,1604777288,-65.71,66.15,92,90,261.15,5.1,-11.850000000000023
362,Tazovsky,RU,1604777289,78.7,67.47,99,100,270.88,3.02,-2.1200000000000045
363,Talaya,RU,1604777289,152.75,61.38,89,99,253.34,1.72,-19.659999999999997
364,Qaryat Sulūq,LY,1604777289,20.25,31.67,71,0,292.13,6.77,19.129999999999995
365,Fort Nelson,CA,1604777289,-122.7,58.81,84,75,260.15,1.5,-12.850000000000023
366,Salinópolis,BR,1604777290,-47.36,-0.61,69,26,302.63,7.32,29.629999999999995
367,Taltal,CL,1604777290,-70.48,-25.4,62,29,291.33,2.16,18.329999999999984
368,Loralai,PK,1604777290,68.6,30.37,36,0,284.98,1.71,11.980000000000018
369,São José da Coroa Grande,BR,1604777290,-35.15,-8.9,77,23,300.13,6.23,27.129999999999995
370,Morant Bay,JM,1604777290,-76.41,17.88,88,75,299.82,8.7,26.819999999999993
371,Colares,PT,1604777290,-9.45,38.8,93,75,290.37,5.7,17.370000000000005
372,Wete,TZ,1604777290,39.73,-5.06,84,100,298.86,3.26,25.860000000000014
373,Avera,US,1604777290,-82.53,33.19,57,75,300.15,3.6,27.149999999999977
374,Lüderitz,NA,1604777196,15.16,-26.65,85,0,290.55,2.6,17.55000000000001
375,Gizo Government Station,SB,1604777291,156.84,-8.1,74,30,301.39,3.32,28.389999999999986
376,Zyryanka,RU,1604777291,150.85,65.75,92,96,252.64,3.62,-20.360000000000014
377,Chāndbāli,IN,1604777291,86.77,20.78,62,0,293.17,2.75,20.170000000000016
378,Plouzané,FR,1604777291,-4.62,48.38,100,90,287.15,4.1,14.149999999999977
379,Shirokiy,RU,1604777291,129.52,49.76,97,100,267.54,3.04,-5.4599999999999795
380,Tommot,RU,1604777291,126.29,58.96,90,100,255.4,3.52,-17.599999999999994
381,Zholymbet,KZ,1604777291,71.71,51.74,53,100,280.64,8.89,7.639999999999986
382,Broken Hill,AU,1604777258,141.43,-31.95,41,0,287.15,4.6,14.149999999999977
383,Santa Rosa,PH,1604777292,121.11,14.31,94,90,297.15,1.5,24.149999999999977
384,Nantucket,US,1604777292,-70.1,41.28,63,1,292.15,5.7,19.149999999999977
385,Launceston,AU,1604777292,147.17,-41.45,81,90,279.15,1.5,6.149999999999977
386,Sol'-Iletsk,RU,1604777292,54.99,51.16,76,100,276.58,7.02,3.579999999999984
387,Novy Urengoy,RU,1604777292,76.63,66.08,98,100,273.33,2.17,0.3299999999999841
388,Airai,TL,1604777292,125.41,-8.93,59,89,290.15,0.83,17.149999999999977
389,Chilca,PE,1604777292,-76.74,-12.52,68,90,293.15,6.2,20.149999999999977
390,Malanje,AO,1604777292,16.34,-9.54,95,100,292.8,1.39,19.80000000000001
391,Zhangye,CN,1604777292,100.45,38.93,48,0,278.17,3.05,5.170000000000016
392,Cayenne,GF,1604777293,-52.33,4.93,100,0,298.15,1.0,25.149999999999977
393,Camapuã,BR,1604777293,-54.04,-19.53,22,0,310.16,2.44,37.160000000000025
394,High Rock,BS,1604777293,-78.28,26.62,83,90,300.15,7.2,27.149999999999977
395,Chihuahua,MX,1604777250,-106.0,28.5,16,5,297.15,3.1,24.149999999999977
396,Bengkulu,ID,1604777293,102.27,-3.8,87,100,297.96,2.14,24.95999999999998
397,Garhwa,IN,1604777293,83.82,24.18,56,0,289.69,1.21,16.689999999999998
398,Fernley,US,1604777293,-119.25,39.61,50,100,279.26,2.68,6.259999999999991
399,Meulaboh,ID,1604777293,96.13,4.14,86,99,297.97,1.8,24.970000000000027
400,Abu Kamal,SY,1604777293,40.92,34.45,50,0,292.24,3.22,19.24000000000001
401,Enshi,CN,1604777294,109.48,30.3,73,0,284.55,0.41,11.550000000000011
402,Urengoy,RU,1604777294,78.37,65.97,98,100,273.39,1.69,0.38999999999998636
403,Balikpapan,ID,1604777294,116.83,-1.27,89,63,298.19,2.08,25.189999999999998
404,Shingū,JP,1604777294,135.98,33.73,90,100,290.58,1.63,17.579999999999984
405,Bosobolo,CD,1604777294,19.9,4.18,92,99,296.01,0.27,23.00999999999999
406,Cascais,PT,1604777294,-9.42,38.7,93,75,290.37,5.7,17.370000000000005
407,Tāybād,IR,1604777294,60.78,34.74,30,100,286.32,2.42,13.319999999999993
408,Yenagoa,NG,1604777294,6.26,4.92,89,100,298.34,2.57,25.339999999999975
409,Egvekinot,RU,1604777294,-179.17,66.32,98,100,267.85,1.99,-5.149999999999977
410,Vardø,NO,1604777295,31.11,70.37,81,100,276.95,16.68,3.9499999999999886
411,Ati,TD,1604777295,18.34,13.22,17,83,302.45,4.49,29.44999999999999
412,Hilton Head,US,1604777295,-80.75,32.22,78,90,297.59,6.2,24.589999999999975
413,Vigrestad,NO,1604777295,5.7,58.57,99,100,280.37,0.89,7.3700000000000045
414,Hobyo,SO,1604777295,48.53,5.35,77,5,299.73,4.87,26.730000000000018
415,Helong,CN,1604777295,129.0,42.54,77,0,269.96,8.04,-3.0400000000000205
416,Ejutla de Crespo,MX,1604777295,-96.73,16.57,34,40,299.15,1.76,26.149999999999977
417,Key Largo,US,1604777295,-80.45,25.09,87,100,299.82,3.13,26.819999999999993
418,Lavrentiya,RU,1604777296,-171.0,65.58,96,92,271.35,5.23,-1.6499999999999773
419,Beckley,US,1604777296,-81.19,37.78,37,1,298.15,2.6,25.149999999999977
420,San Rafael,AR,1604777001,-68.33,-34.62,23,5,303.01,5.62,30.00999999999999
421,Leningradskiy,RU,1604777296,178.42,69.38,96,100,266.7,5.98,-6.300000000000011
422,Borodino,RU,1604777296,94.9,55.91,96,100,275.8,4.77,2.8000000000000114
423,Vila do Maio,CV,1604777296,-23.22,15.13,69,0,300.15,5.7,27.149999999999977
424,Daşoguz,TM,1604777296,59.97,41.84,76,0,284.15,4.1,11.149999999999977
425,Simao,CN,1604777296,100.97,22.79,94,0,287.39,0.88,14.389999999999986
426,Pokrovskoye,RU,1604777296,38.9,47.42,73,0,282.71,5.06,9.70999999999998
427,Luorong,CN,1604777297,109.61,24.41,64,0,290.31,4.58,17.310000000000002
428,Beyneu,KZ,1604777297,55.2,45.32,72,7,278.98,5.54,5.980000000000018
429,Gornyy,RU,1604777297,83.91,55.12,100,94,278.17,2.32,5.170000000000016
430,Leshukonskoye,RU,1604777297,45.76,64.9,89,100,274.66,3.57,1.660000000000025
431,Zaton,RU,1604777297,83.81,53.29,51,0,277.15,4.0,4.149999999999977
432,Caconde,BR,1604777297,-46.64,-21.53,34,40,301.15,2.83,28.149999999999977
433,Merke,KZ,1604777297,73.18,42.87,29,100,287.38,3.43,14.379999999999995
434,Göksun,TR,1604777297,36.5,38.02,71,0,285.15,2.6,12.149999999999977
435,Iquitos,PE,1604777297,-73.25,-3.75,70,75,304.15,3.6,31.149999999999977
436,Fontem,CM,1604777298,9.88,5.47,92,100,293.22,0.65,20.220000000000027
437,Baijiantan,CN,1604777298,85.18,45.63,76,0,274.66,0.11,1.660000000000025
438,Padang,ID,1604777298,100.35,-0.95,81,100,298.28,1.69,25.279999999999973
439,Aswān,EG,1604777298,32.91,24.09,38,100,295.53,4.32,22.529999999999973
440,Thai Nguyen,VN,1604777298,105.84,21.59,56,0,296.15,3.1,23.149999999999977
441,Kholodnyy,RU,1604777298,147.95,62.72,87,100,253.65,1.87,-19.349999999999994
442,Alugan,PH,1604777298,125.48,12.22,88,96,297.24,1.54,24.24000000000001
443,Mishan,CN,1604777298,131.88,45.55,89,47,271.8,1.27,-1.1999999999999886
444,Kaohsiung City,TW,1604777298,120.31,22.62,94,90,296.15,3.6,23.149999999999977
445,San Nicola,IT,1604777299,8.99,40.61,87,0,288.15,0.5,15.149999999999977
446,Yellowknife,CA,1604776981,-114.35,62.46,85,90,262.04,2.6,-10.95999999999998
447,‘Āhuimanu,US,1604777299,-157.84,21.44,80,90,300.15,5.1,27.149999999999977
448,Tabou,CI,1604777299,-7.35,4.42,84,81,299.39,2.5,26.389999999999986
449,Rørvik,NO,1604777299,11.24,64.86,59,42,280.68,6.61,7.680000000000007
450,Concordia,AR,1604777299,-58.02,-31.39,45,40,301.15,5.1,28.149999999999977
451,Miles City,US,1604777299,-105.84,46.41,75,1,279.15,3.1,6.149999999999977
452,Loa Janan,ID,1604777299,117.09,-0.58,95,100,296.59,0.78,23.589999999999975
453,Kaseda-shirakame,JP,1604777300,130.32,31.42,88,100,290.93,4.92,17.930000000000007
454,Karakol,KG,1604777300,78.39,42.49,60,14,275.81,1.54,2.8100000000000023
455,Belaya Gora,RU,1604777300,146.42,68.53,92,100,253.86,1.75,-19.139999999999986
456,Ha Giang,VN,1604777300,104.98,22.83,72,71,292.44,1.68,19.439999999999998
457,Arrondissement d'Issoudun,FR,1604777086,1.83,47.0,76,0,288.15,3.1,15.149999999999977
458,Diffa,NE,1604777300,12.61,13.32,20,0,297.44,2.57,24.439999999999998
459,Maumere,ID,1604777300,122.21,-8.62,73,100,299.93,1.68,26.930000000000007
460,Bayan,CN,1604777300,127.4,46.08,62,73,273.15,6.97,0.14999999999997726
461,Barra Patuca,HN,1604777300,-84.28,15.8,73,95,302.04,8.56,29.04000000000002
462,Novobirilyussy,RU,1604777301,90.67,56.95,93,99,276.17,3.74,3.170000000000016
463,Sopela,ES,1604777301,-2.98,43.38,77,0,290.37,2.1,17.370000000000005
464,Kopanskaya,RU,1604777301,38.48,46.28,70,64,284.86,5.23,11.860000000000014
465,Andenes,NO,1604777301,16.12,69.31,60,100,277.15,14.9,4.149999999999977
466,Bonavista,CA,1604777301,-53.11,48.65,81,100,282.59,7.2,9.589999999999975
467,Abilene,US,1604777301,-99.73,32.45,47,20,298.15,7.2,25.149999999999977
468,Iqaluit,CA,1604777301,-68.51,63.75,72,90,261.15,4.1,-11.850000000000023
469,Georgiyevka,KZ,1604777301,74.71,43.04,26,0,282.15,3.0,9.149999999999977
470,Akhmeta,GE,1604777301,45.21,42.03,66,20,284.15,11.8,11.149999999999977
471,Mahajanga,MG,1604777302,46.32,-15.72,78,20,300.15,0.5,27.149999999999977
472,Hasaki,JP,1604777302,140.83,35.73,100,75,287.15,1.0,14.149999999999977
473,Vila Velha,BR,1604777302,-40.29,-20.33,78,75,299.26,4.6,26.25999999999999
474,Hamilton,US,1604777302,-84.53,39.18,35,1,296.15,2.6,23.149999999999977
475,Domoni,KM,1604777302,44.53,-12.26,74,33,298.86,1.63,25.860000000000014
476,Concepción del Uruguay,AR,1604777121,-58.24,-32.48,45,1,300.93,6.26,27.930000000000007
477,Ola,RU,1604777302,151.28,59.58,87,100,261.83,6.6,-11.170000000000016
478,Marataizes,BR,1604777302,-40.82,-21.04,81,84,296.83,4.19,23.829999999999984
479,Grindavik,IS,1604777302,-22.43,63.84,75,75,279.15,10.3,6.149999999999977
480,Asău,RO,1604777303,26.4,46.43,100,0,278.15,0.94,5.149999999999977
481,Morondava,MG,1604777303,44.28,-20.28,80,11,299.94,3.52,26.939999999999998
482,Guadalupe y Calvo,MX,1604777303,-106.97,26.1,26,0,292.83,3.8,19.829999999999984
483,Long Beach,US,1604777085,-118.19,33.77,55,1,289.82,5.7,16.819999999999993
484,São Lourenço do Sul,BR,1604777303,-51.98,-31.37,69,75,296.15,9.3,23.149999999999977
485,Deputatsky,RU,1604777303,139.9,69.3,91,95,251.8,1.35,-21.19999999999999
486,Kirovsk,UA,1604777303,38.64,48.64,76,12,281.06,4.62,8.060000000000002
487,Kasganj,IN,1604777303,78.65,27.82,24,0,292.8,0.46,19.80000000000001
488,Dikson,RU,1604777303,80.55,73.51,89,3,253.82,5.41,-19.180000000000007
489,Narwar,IN,1604777304,77.9,25.65,29,0,292.01,1.1,19.00999999999999
490,Brae,GB,1604777304,-1.35,60.4,100,100,279.15,0.5,6.149999999999977
491,Bilma,NE,1604777304,12.92,18.69,26,0,295.77,3.18,22.769999999999982
492,Calama,CL,1604777304,-68.93,-22.47,6,0,299.15,11.3,26.149999999999977
493,Markala,ML,1604777304,-6.07,13.7,13,0,303.42,4.44,30.420000000000016
494,Takoradze,GH,1604777304,-1.76,4.88,86,96,299.39,3.64,26.389999999999986
495,Chornobay,UA,1604777304,32.32,49.67,91,34,281.25,2.96,8.25
496,Arman',RU,1604777304,150.17,59.7,86,99,260.48,6.93,-12.519999999999982
497,Fuengirola,ES,1604777304,-4.62,36.54,82,20,292.04,2.13,19.04000000000002
498,Eftimie Murgu,RO,1604777305,22.09,44.9,100,71,279.26,1.5,6.259999999999991
499,Sola,VU,1604777305,167.55,-13.88,83,90,301.15,2.6,28.149999999999977
500,Eureka,US,1604777092,-124.16,40.8,57,0,286.48,2.68,13.480000000000018
501,Yerbogachën,RU,1604777305,108.01,61.28,93,100,257.26,2.16,-15.740000000000009
502,Alofi,NU,1604777305,-169.92,-19.06,73,75,298.15,6.7,25.149999999999977
503,Spirit River,CA,1604777305,-118.84,55.78,72,100,265.15,3.6,-7.850000000000023
504,Makakilo City,US,1604777305,-158.09,21.35,78,40,300.15,3.6,27.149999999999977
505,Isla Mujeres,MX,1604777305,-86.73,21.23,62,40,303.15,4.1,30.149999999999977
506,Lodja,CD,1604777305,23.43,-3.48,86,24,294.83,0.07,21.829999999999984
507,Hoi An,VN,1604777306,108.33,15.88,88,40,296.15,0.5,23.149999999999977
508,Aykhal,RU,1604777306,111.5,66.0,91,0,254.15,2.0,-18.849999999999994
509,Lermontovka,RU,1604777306,134.34,47.15,98,74,270.51,1.28,-2.490000000000009
510,Havøysund,NO,1604777306,24.66,71.0,80,100,275.15,19.5,2.1499999999999773
511,Marystown,CA,1604777306,-55.15,47.17,100,41,282.04,4.47,9.04000000000002
512,Āreka,ET,1604777306,37.7,7.07,72,100,291.62,1.15,18.620000000000005
513,Pervomayskoye,RU,1604777306,46.71,43.92,54,100,283.66,8.78,10.660000000000025
514,Matamoros,MX,1604777109,-103.25,25.53,29,5,297.15,0.77,24.149999999999977
515,Marau,BR,1604777067,-52.2,-28.45,27,0,303.34,2.83,30.339999999999975
516,Honiara,SB,1604777293,159.95,-9.43,100,20,296.15,1.0,23.149999999999977
517,Ambunti,PG,1604777307,142.84,-4.24,98,100,295.98,0.79,22.980000000000018
518,Visnes,NO,1604777307,5.22,59.36,100,56,283.15,2.6,10.149999999999977
519,Alice Springs,AU,1604777258,133.88,-23.7,23,0,289.15,2.6,16.149999999999977
520,Windhoek,NA,1604777307,17.08,-22.56,19,0,298.15,2.6,25.149999999999977
521,Morden,CA,1604777307,-98.1,49.19,74,100,275.15,5.1,2.1499999999999773
522,High River,CA,1604777251,-113.87,50.58,87,100,272.59,1.34,-0.410000000000025
523,Camocim,BR,1604777307,-40.84,-2.9,56,96,304.27,9.24,31.269999999999982
524,Yulara,AU,1604777308,130.99,-25.24,13,97,296.15,3.6,23.149999999999977
525,Spearfish,US,1604777308,-103.86,44.49,25,1,296.48,5.7,23.480000000000018
526,Babynino,RU,1604777308,35.73,54.39,86,0,278.15,1.0,5.149999999999977
527,Freeport,US,1604777306,-73.58,40.66,40,1,297.04,3.6,24.04000000000002
528,Elbistan,TR,1604777308,37.2,38.21,62,5,281.96,1.73,8.95999999999998
529,Emba,KZ,1604777308,58.14,48.83,81,100,277.7,8.64,4.699999999999989
530,Mvuma,ZW,1604777308,30.53,-19.28,39,1,297.25,1.1,24.25
531,Gmina Lwówek Śląski,PL,1604777308,15.59,51.11,75,0,282.59,1.79,9.589999999999975
532,Río Gallegos,AR,1604777309,-69.22,-51.62,30,40,293.15,7.7,20.149999999999977
533,Merrill,US,1604777309,-89.68,45.18,56,1,294.26,7.2,21.25999999999999
534,Ilebo,CD,1604777309,20.58,-4.32,94,98,294.82,0.55,21.819999999999993
535,Aksarka,RU,1604777309,67.8,66.56,99,98,270.61,0.45,-2.3899999999999864
536,Conceição do Araguaia,BR,1604777309,-49.26,-8.26,64,95,303.02,1.02,30.019999999999982
537,Tshikapa,CD,1604777066,20.8,-6.42,87,100,296.38,0.81,23.379999999999995
538,La Rioja,ES,1604777309,-2.5,42.25,93,90,286.48,0.5,13.480000000000018
539,Nālūt,LY,1604777309,10.85,30.33,42,0,290.26,5.22,17.25999999999999
540,Wanaka,NZ,1604777062,169.15,-44.7,80,100,279.26,0.89,6.259999999999991
541,Ciudad Guayana,VE,1604777309,-62.65,8.35,63,98,305.37,0.45,32.370000000000005
542,Tongchuanshi,CN,1604777310,109.09,35.08,46,0,282.38,2.01,9.379999999999995
543,Marawi,PH,1604777310,124.29,8.0,93,100,295.93,3.58,22.930000000000007
544,Bubaque,GW,1604777310,-15.83,11.28,74,1,302.82,5.54,29.819999999999993
545,Bedford,GB,1604777310,-0.47,52.13,93,74,283.15,3.6,10.149999999999977
546,Trairi,BR,1604777235,-39.27,-3.28,62,8,302.29,6.94,29.29000000000002
547,Centralina,BR,1604777310,-49.2,-18.58,31,55,306.62,0.93,33.620000000000005
548,State College,US,1604777186,-77.86,40.79,35,1,295.15,3.1,22.149999999999977
549,Atbasar,KZ,1604777275,68.33,51.8,58,100,279.92,5.08,6.920000000000016
550,Xining,CN,1604777310,101.77,36.62,80,0,273.2,0.58,0.19999999999998863
551,Callaguip,PH,1604777311,120.49,18.07,74,75,300.15,3.1,27.149999999999977
552,Shelburne,CA,1604777311,-80.2,44.08,35,100,294.26,6.22,21.25999999999999
553,Westport,US,1604777095,-73.36,41.14,52,1,295.93,3.1,22.930000000000007
554,Makkah al Mukarramah,SA,1604777296,39.83,21.43,64,17,298.69,1.45,25.689999999999998
555,Yima,CN,1604777311,111.88,34.74,99,0,285.93,2.3,12.930000000000007
556,Dno,RU,1604777311,29.96,57.83,81,100,281.92,5.35,8.920000000000016
557,Cockburn Town,TC,1604777311,-71.14,21.46,78,90,299.15,5.1,26.149999999999977
558,Urambo,TZ,1604777311,32.05,-5.07,42,99,299.38,1.34,26.379999999999995
559,Trincomalee,LK,1604777311,81.23,8.57,79,29,301.21,3.93,28.20999999999998
560,Krasnokamensk,RU,1604777063,118.04,50.1,88,0,261.44,2.16,-11.560000000000002
561,Santa Isabel Rio Negro,BR,1604777312,-65.02,-0.41,85,100,298.23,1.77,25.230000000000018
562,Hellín,ES,1604777312,-1.7,38.51,76,20,288.15,2.1,15.149999999999977
563,Washington,US,1604776723,-120.5,47.5,57,0,280.37,0.45,7.3700000000000045
564,Corrales,US,1604777080,-106.61,35.24,27,75,292.59,4.6,19.589999999999975
565,Conakry,GN,1604777312,-13.68,9.54,83,20,302.15,3.1,29.149999999999977
566,San Bartolomé de Tirajana,ES,1604777312,-15.57,27.92,73,75,295.15,1.0,22.149999999999977
567,Jérémie,HT,1604777312,-74.12,18.65,71,100,301.35,2.4,28.350000000000023
568,Skała,PL,1604777313,19.85,50.23,93,0,279.26,2.1,6.259999999999991
